id,created_at,text,polarity
1537071320298490000,15/06/22 20.55,"misal nih di shopee food. dia emang ngasi gimmick voucher 25rb. tapiiii, ada tapinya. vouchernya udah masuk ke :
1. biaya penanganan: 5k 
2. biaya untuk resto yang entah jtu biaya apa : 4,5 k 
3. diskon ongkir, tp cuma 7 : 8k 
itu diskon udah masuk ke biaya dkk, 17,5k",positif
1537068648778860000,15/06/22 20.44,"@strawberch gak ngantri kok, gue beli pake shopee food",positif
1537065962733570000,15/06/22 20.34,"@Askrlfess shopeefood, soalnya gofood jarang dapet voucher kaya orang-orang yang potongan 30k__",positif
1537065949219610000,15/06/22 20.34,@Askrlfess Gofood. Shopeefood mahal bgt anjir,negatif
1537065716095910000,15/06/22 20.33,"@Askrlfess Shopeefood ga tau kenapa jadi mahal ga murce kaya dulu, malah gofood murah tadi",negatif
1537065638522330000,15/06/22 20.33,"@salahroom @shopeefood_id Udh kenyang kak, Alhamdulillah :D",positif
1537065588824020000,15/06/22 20.32,@Askrlfess shopeefood krn promonya tiap saat,positif
1537065540459470000,15/06/22 20.32,but yeah suka gila pakai grabfood sbb murahhhh nk compare dgn foodpanda nanti nk try shopeefood pulak sbb ramai ckp murahh,positif
1537064743478780000,15/06/22 20.29,@Askrlfess shopeefood lah voucher diskonnya restock tiap hari ga kaya gofood jarang banget kalo lagi ga diskon mehong,positif
1537063750234100000,15/06/22 20.25,Eh tolong ya malem2 ada yg ngirimin shopeefood martabak a.n. bokap tp blm dibayar. Elah kalo mau ngirimin makanan tuh mbok yo dibayarin gitu lhoooo.,negatif
1537062736298820000,15/06/22 20.21,"cok, iku sg narik shopeefood bareng pacar e nggarai iri aeee__",positif
1537062376977050000,15/06/22 20.20,@flexionnn @shopeefood_id Edisi ibuk ga masak WKKWKW,positif
1537060005769190000,15/06/22 20.10,"setelah ku cek di getcontact, ternyata mas2 shopeefood yg udah ku terima 2 jam yll; gada kurang &amp; lebih, pesanan sudah sesuai.
tanpa chat tbtb nelfon terus2an",positif
1537058475364080000,15/06/22 20.04,@rizaludin_DC Apa namanya? Ada di shopeefood gak jal? Bm bgt wkwk,netral
1537056822581860000,15/06/22 19.57,@DraftAnakUnpad Anak wangsa yg sejengkal ke rancaekek ngeliat di homepage shopee ada shopeefood tpi gk keliatan shopeefoodnya ______,netral
1537056200910480000,15/06/22 19.55,@ShopeeID knp si pembayaran shopee food muter trs pakesopipay :(((,negatif
1537055972958810000,15/06/22 19.54,"pengen mie gacoan, tapi dibekasi selalu gabisa dari shopeefood gofood-_-",negatif
1537055801122390000,15/06/22 19.53,"Kemarin pesen shopee food gitu ke kios, terus barusan pesen lagi tapi ke rumah eh kok driver nya sama __. Pas dateng ngelitain lama gitu, mungkin batine iki lak mbake sing wingi wkwkwk",positif
1537051939086530000,15/06/22 19.38,"Bendino mikir mene masak opo yaa? Dan tiap tanya suami jwbannya konsisten:""terserah"", sampe akhire ""shopeefood ae wis"".",positif
1537047323779340000,15/06/22 19.20,@iamnyssapotter Burger ni dekat dgn rumah i. Beli kat shopeefood! Ada voucher ______,positif
1537047167952920000,15/06/22 19.19,suka kaget kenapa driver shopeefood yang di profile sama yang dateng beda :(((,negatif
1537045387394950000,15/06/22 19.12,Pengen shopeefood tapi di garut blm ada huhu,negatif
1537045367048380000,15/06/22 19.12,@masmasjawabgt Shopeepay sih lg banyak diskon buat shopeefood lumayan menghemat maksi di kantor untuk pegawai honorer sptku__,positif
1537044646395730000,15/06/22 19.09,hari terakhir promo shopee food ntek ntekan tenan____,negatif
1537044642562050000,15/06/22 19.09,@masihtegar @shopeefood_id Lemes radue sangu ng solo__,netral
1537044604641370000,15/06/22 19.09,Ga ada yg baik mau gofood'in or shopeefood'in aku apa ya?,netral
1537044287229430000,15/06/22 19.08,- SHOPEEFOOD KNP BELUM ADA DI NANGORR________,negatif
1537043825545600000,15/06/22 19.06,Sekarang ni order makanan kat shopeefood je sebab banyak voucher _________,positif
1537043053558370000,15/06/22 19.03,Info gacor bwang?__ @shopeefood_id,netral
1537041887730600000,15/06/22 18.58,Ketimpangan hari ini adalah kakaknya beli macbook baru sementara adeknya mesen cak dul pake promo shopeefood sial sial,netral
1537041543563190000,15/06/22 18.57,@gavempty shopeefood aj bnyak,positif
1537037327914050000,15/06/22 18.40,gue jdi driver shopee food aja dah WKWKWKWK seru kli ya anter anter makanan,positif
1537037212365120000,15/06/22 18.40,"@_istiadz @tanyakanrl gw pgen pesen via gofood ama shopeefood tutup sementara mulu, sueeekkk dahh, pdhl belom nyoba samsek dan gw males antri klo makan disana __",negatif
1537035195731180000,15/06/22 18.32,"@YIKRN00 Ada di menu halaman utama, shopeefood gambar sendok garpuu",positif
1537033937016750000,15/06/22 18.27,lumayan bgt beli kfc di shopeefood dari 70rban jadi 30rban doang haha mamak senanggg____,positif
1537033762982460000,15/06/22 18.26,"@usako_chan @i_m_mortal_ gara2 abis input alamat di shopeefood kak, gasadar kalo keset jadi alamat utama buat pengiriman barang __",negatif
1537033262828520000,15/06/22 18.24,@undipmenfess Ini nyarkas abang-abang shopeefood atau gimana dah? Wkwkwk,netral
1537032991221750000,15/06/22 18.23,SHOPEEFOOD SUDAH TIDAK RAMAH DI KANTONG PELAJAR__,negatif
1537032899836670000,15/06/22 18.22,"@tanyakanrl do: take away kalo ga gofood/grabfood/shopeefood aja sambil DITINGGAL UMRAH dulu juga bisa kayanya
dont: dine in, soalnya crowded parahhh ngantrinya berdiri lama+kalo udh pesen juga nunggunya lama. oiyaa buat org yg dine in, mending kalo udh selesai makannya langsung pergi deh",negatif
1537032832098660000,15/06/22 18.22,"Punya lama tak guna shopee, sampai tak sedar shopeefood dah cover area jb",negatif
1537029822915830000,15/06/22 18.10,"@shopeefood_id Bales DM gw woyyyyyyyyy kemaren disuruh DM, udah di DM kaga dibales. Ga ada customer karena dipecatin????????",negatif
1537028855264730000,15/06/22 18.06,terima kasih shopee food bagi discount __ saya memang dah miskin ____,positif
1537027494577990000,15/06/22 18.01,abis wisuda pokoknya pengen banget banget jajan di shopeefood sampe kenyang,positif
1537026624314810000,15/06/22 17.57,Akhir-akhir ini kalau chat driver di shopee food kok pending terus ya? Kan kasian drivernya :(,negatif
1537025218602240000,15/06/22 17.52,chat shopeefood dr kemarin pending trs kenapa sih... kasian drivernya jdinya,negatif
1537023890517820000,15/06/22 17.47,"Kalau rebahan dulu ujungnya ga ngerjain apa-apa.
Lalu laper. 
Lalu pesen shopeefood.
Makan.
Rebahan.",netral
1537022812132540000,15/06/22 17.42,@earlymornc makanya order di shopee food aja,positif
1537021282545350000,15/06/22 17.36,"@worksfess Sender this is a few tips, hope it helps :
- cari kos yg ada dapur biar masak sendiri
- kalo gabisa/ga sempet masak, setidaknya nanak nasi aja
- catat semua pengeluaran 
- no gofood shopeefood kecuali promo besar
- kalo bisa cari kos yg ada kulkas bersama",netral
1537020299912180000,15/06/22 17.32,"Halo bestie!

Perusahaan platform bersaing. Demi memenangkan persaingan itu, Ojol dan kurir dikorbankan dengan upah murah tanpa jaminan sosial . Dalam kompetisi ini, pesertanya adalah perusahaan platform di layanan transportasi online, seperti Gojek, Grab, Shopee Food, Maxim,",negatif
1537020225991810000,15/06/22 17.32,"sebbaik bijak, beli tealive kt shopee food gak murah. 1.50 je __",positif
1537020030889890000,15/06/22 17.31,"tawarin voc gofood atau shopeefood, prefer minbel kecil ya #zonauang #zonaba",netral
1537013129569180000,15/06/22 17.04,"Cape banget pesen @shopeefood_id tiap abis Chat Driver harus Force Close aplikasinya biar gak ""mengirimkan"" terus statusnya. Tolong dong dibenahin. __",negatif
1537011242476640000,15/06/22 16.56,Shopeefood lg knpsi?!,negatif
1537009415332970000,15/06/22 16.49,sialan ini drmnaaa voucher shopeefood banyak banget sampe 18__. mana sisa waktu 7 jam lagii____,negatif
1537009090974540000,15/06/22 16.48,@UNSfess_ ShopeeFood sih,positif
1537004622589850000,15/06/22 16.30,@PSSI Ada driver Shopeefood nganter order jauh bet,negatif
1537000295666180000,15/06/22 16.13,@popscql @GrabID ShopeeFood sekarang diskon nya gak guna anjir. Sama aja jatuhnya ada biaya layanan bla bla bla nya.,negatif
1536999824977180000,15/06/22 16.11,@sarwawarita @GrabID harusnya ada sih klw mau promo gede bngt shopee food aja,positif
1536999733100960000,15/06/22 16.11,woilaah promo shopee food kacaau bgtt kan jadi enakk ygy __,positif
1536998631974540000,15/06/22 16.06,@shopeefood_id Yg sekarang ku alami __,netral
1536995843793750000,15/06/22 15.55,@althapakeh Cek Shopee food aja,positif
1536994439377280000,15/06/22 15.50,"@ostaastargio Aku udh beli roti bakar tbh di shopeefood, mau makan nanti malem sama nasi bakar ajaa__",netral
1536993437370630000,15/06/22 15.46,"Knp ya habis nge shopeefood di luar rumah misal dirumah temen alamatnya tuh jadi kesimpen dan jadi alamat utama__ kemaren co dan gasengaja dikirim ke alamat temen, skrng gasengaja ke alamat tempat jualan hiks hiks",negatif
1536993104892660000,15/06/22 15.44,parah bangeeeeet beli makanan di shopee food daerah bantul selalu me-nge-ce-wa-kan,negatif
1536990407736690000,15/06/22 15.34,shopeefood gua kenapa dah,negatif
1536989999266030000,15/06/22 15.32,@ShopeeCare halo min cek DM yah terkait pendaftaran shopee food merchant. Makasih,netral
1536988521697000000,15/06/22 15.26,sering bingung duit ini perginya kmn selain ke shopeefood &amp; nalangi bayar jajan + mangan arek-arek__ terus lali sopo ae sing titip dan tuku opo ae wkwkwkw ate nagih wes lupa ingatan__,negatif
1536986363798900000,15/06/22 15.17,"me: ""WAH WAH NABUNG SIH INI AYO DHHH HEMAT HEMAT JANGAN BANYAK JAJAN + CARI KERJA AYOWW SEMANGATT MENGEJAR CUAN""

also me: ""hahhhhhh xiboba buy 1 get 1???!!! *langsung membuka shopeefood* """,positif
1536984496549280000,15/06/22 15.10,"Order yuk 
banyak diskonnya lho
di
GoFood &amp;
GrabFood &amp;
Shopeefood
ketik ayam bakar bakul mimi
Tetap Yang Terbaik
TERIMA PESANAN NASI BOX
DAN PAKET JUMAT BERKAH
(Min 10 box)
škwetiau goreng 5k
šmie goreng 5k
šbihun goreng 5k
šnasi+filet tongkol balado 6k
HUB : 088211637675",positif
1536982290659570000,15/06/22 15.01,"#SoulmateMU apa nih yang pas buat nemenin kenikmatannya? Reply tweet ini ya____

Cuss merapat ke outlet Marugame Udon terdekatmu. Atau pesan melalui outlet delivery, stop&amp;go, ShopeeFood, GoFood, GrabFood, atau TravelokaEats.",positif
1536981728266310000,15/06/22 14.59,"anjr gegara diajak ngobrol jadi ga nyambung, beli shopeefood gapake promo__",negatif
1536981538432520000,15/06/22 14.58,Ini @shopeefood_id  ga bisa ganti alamat pas udah terlanjur pesen ya.. Tadi salah alamat pengantaran hubungin cs jawabannya ga bisa bantu apa apa.. Beruntung driver nya memaklumi dan minta share alamt yg sesuai,negatif
1536980856870270000,15/06/22 14.56,Kenapalah kelantan tkde shopeefood __,negatif
1536978332197090000,15/06/22 14.46,@nnajeymine besok besok pake shopee food ya____,positif
1536975280811960000,15/06/22 14.33,@_silentmary siapa tau aja ada yang pesen shopeefood suruh nganter ke apartemen buat nemenin s teteh nya,netral
1536974811142000000,15/06/22 14.32,@muussaai Biasane shopeefood wae ngopo nyebut gofood,negatif
1536973988441650000,15/06/22 14.28,"notif yg aing tungguin tuh cuma
""Ada orderan baru shopeefood""
 dan suara speaker emergency (gojek)",netral
1536972144630180000,15/06/22 14.21,aku udah sejam scroll shopeefood tp masih gatau mau makan apa,negatif
1536970940231300000,15/06/22 14.16,@AREAJULID Pas lagi briefing pak luhut baru ambil orderan Shopee food,netral
1536970803136250000,15/06/22 14.16,"@NadiaZahira2 Ada di gofood, grab atau shopee food ndaaak :(",netral
1536969839327470000,15/06/22 14.12,"ada yg tau gaa beli hojicha latte yg enak dimana? Enak di Fore tp skrg udah gaada di menu nya lagi. Dulu Kenangan ada skrg gaada juga. Terakhir ada di Kulo tp manis bgt gadoyan__ Akhirnya di Chatime Atealier tp 1. Mahal, 2. Storenya terbatas susah buat di go/grab/shopeefood in__",negatif
1536964233942170000,15/06/22 13.50,@hakimfoaad I pun suka guna shopee food.. Boleh guna shopee coint__,positif
1536963807289160000,15/06/22 13.48,"Rider shopeefood semalam baik gila, like peramah gila __ Dah lama tak dapat rider yang baik gitu hehe",positif
1536963368946260000,15/06/22 13.46,@tuIipszy shopeefood banyak promo dehh,positif
1536963188520290000,15/06/22 13.45,"gaenak ama abang shopeefood, tbtb ujannya deres zzz",negatif
1536962042497670000,15/06/22 13.41,SHOPEE FOOD KENAPA SIH COK,negatif
1536961257550400000,15/06/22 13.38,mitra shopee food menghindari promo minimal order 40rb dengan ngasih diskon harga 39rb,negatif
1536961091741200000,15/06/22 13.37,shopee food kok lemot sih,negatif
1536959064793460000,15/06/22 13.29,@worksfess Apa ini salah satu penyebab orderan shopee food jadi sepi,negatif
1536958088657650000,15/06/22 13.25,"@inYuqi sepemahamanku tuh mereka fokus ke e commerce nya ajaa, jadi yang sekarang lagi dipertimbangkan tuh shopee food",positif
1536953658293730000,15/06/22 13.08,@dailydinbo Trauma sama pempek ______ beli di shopee food rasanya kaya kecap di kasih air __,negatif
1536947436815460000,15/06/22 12.43,"dari kurir menjadi driver shopee food.
lebih santai, tapi tetap masih berurusan dengan google maps.",positif
1536943259900990000,15/06/22 12.26,"Mesan di shopeefood, yg nganterin mas2 Grab __",negatif
1536940059819410000,15/06/22 12.13,Hello marrybrown bangi kenapa bubur pedas asyik takde je ni dah dua minggu hari2 i cek shopeefood takde punnnnnn,negatif
1536938303244540000,15/06/22 12.07,Kalo bener ada album fisiknya gw gak akan order makan lagi rehat dr shopee food dl ____,negatif
1536937318392940000,15/06/22 12.03,@Yolo9918 @ayun_khurotul @ecommurz nasib mitra driver shopeefood bakalan kena pemutusan mitra juga kah?,negatif
1536935777409860000,15/06/22 11.56,"-11fess gess shopeefood tuh fitur chatnya apa error? Aku beberapa hari ini kirim chat gapernah kekirim :(( tulisannya selalu ""mengirimkan""",negatif
1536934109662310000,15/06/22 11.50,@susipudjiastuti Kayaknya yg ditutup shopee food dan shopee pay,negatif
1536933636980740000,15/06/22 11.48,@shopeefood_id dan sering terjadi__,netral
1536933308407650000,15/06/22 11.47,Bapak shopee food baik banget aku dikasi ultra milk kecil,positif
1536931802916370000,15/06/22 11.41,"Dari senin males masak, akhirnya warteg dan shopeefood adalah jalan ninja ku__",positif
1536927579118050000,15/06/22 11.24,@notmegguk ga sekalian shopee food?,positif
1536927518191920000,15/06/22 11.24,@scoupsbydoo gak cuma tanggal kembar tapi shopeefood loh...bbnrn aku suka yang iseng terus pesen makan ini itu....,positif
1536922813097200000,15/06/22 11.05,"@FOODFESS2 sumpah ayam geprek fragrant enak banget ga ngerti lagi, mana restorannya selalu ada logo voucher shopeefood lagi",positif
1536921859337270000,15/06/22 11.01,@violenceexx @iqhakim @txtdrjkt shopee food raja terakhir sam,netral
1536921820212840000,15/06/22 11.01,@shopeefood_id __ aku melihat saldo spay,netral
1536920303225290000,15/06/22 10.55,"@Muhammad_Saewad Pihak provider wajib py solusi untuk kasus2 spt ini, tdk bisa lepas tangan begitu aja , @GrabID @gojekindonesia @shopeefood_id",negatif
1536913926444980000,15/06/22 10.30,@shopeefood_id min daftar merchantnya shopee error,negatif
1536913890117700000,15/06/22 10.30,Aku terlalu shopeefood untuk km yg gofood,netral
1536913650140990000,15/06/22 10.29,menyambut pagi dengan cosplay menjadi shopeefood,positif
1536911006966120000,15/06/22 10.18,enaknya shopeefood ni,positif
1536909813292030000,15/06/22 10.13,gue harus berenti pesen shopee food mulai dr skrg __,negatif
1536907144242400000,15/06/22 10.03,-ness ayam karamelnya mang udin ada di shopeefood ngga?,netral
1536906283646760000,15/06/22 09.59,Time aku takde kat jb lah shopee food nak bagi discount starbucks eyy,netral
1536904652943330000,15/06/22 09.53,"Kenapa shopee food ni bongok eh? Aku dah pin location yg betul, still dia kata jauh. Ape kebenda lah!",negatif
1536904601542150000,15/06/22 09.53,"@tanyakanrl Pertama kali beli seblak. Pas mau bayar udah nyodorin uang, kok dikacangin ama mbak nya (lagi layanin driver shopeefood juga sih). Trus ada mas mas nunjukin kasir __",negatif
1536898323495370000,15/06/22 09.28,shopeefood promo nya ga seru anjir skrng ada biaya layanan biaya restoran _____,negatif
1536898010759970000,15/06/22 09.26,@shopeefood_id Tolong benerin fitur chat ShopeeFood dong kak. Udah 2 mingguan ga bisa chat driver soalnya. Repot harus telpon,negatif
1536889377305290000,15/06/22 08.52,@did1k bisa di mod jadi shopeefood ga yah?,netral
1536884933905760000,15/06/22 08.34,@ipipip1818 @kaesangp Di shopeefood namanya apa ya kak kok ga nemu?,netral
1536877642288220000,15/06/22 08.05,@trashkid_999 @Lsyogia @bungbed @cinnamongirlc Bener Shopeepay dan Shopeefood. Tapi kalian tau ga Indo ga kena layoff sama sekali sejauh ini? Semua yg kena Shopee luar semua. Kalian ga tau kan? Yg penting ngebacot dulu aja kam?,negatif
1536872680716060000,15/06/22 07.46,"2 bulan di nangor gak bisa sama sekali pesen shopee food karena emng kaga ada pilihannya di shopee. Ajaibnya waktu ibu minta pesenin sate tiba2 ada itu shopee food, terus sekarang ilang lagi...",negatif
1536866449125280000,15/06/22 07.21,@bultekgyu @cinnamongirlc Udh d confirm enggak kok wak wkwkwkw yg kmrin rumor layoff itu shopee food sama apa gtu klo gk salah w lupa,negatif
1536865131296330000,15/06/22 07.16,"@Nordthern @btskeenan Mending naspad 3 porsi 30k tuku dewe opo nasi uduk 3 porsi 20,5k tapi shopeefood",positif
1536861505677050000,15/06/22 07.01,"@ndprmthaa @SahrrulS @txtfrombrand Kalau aku bagian balesin driver shopeefood, ""iya kak pesanan sudah sesuai""",positif
1536815178935080000,15/06/22 03.57,"Hobi ku kini, bangun jam segini
cuma buat order makanan di shopeefood __",positif
1536805315882000000,15/06/22 03.18,@dwianggara1987 Bener tapi di sektor shopeepay dan shopeefood aja dan kemungkinan terjadinya ga di indo aja. Cmiiw,netral
1536803132360950000,15/06/22 03.09,"mesen shopeefood jam segini itšs disaster. Driver gue ilang gatau kemana udah sejam nunggu, gue mau tidur, mana orderan kagak bisa dibatalin lagi.",negatif
1536782247160070000,15/06/22 01.46,makanan terenak di shopeefood selain nasi kulit bidadari ya nasi kulit malam minggu__,positif
1536778176587670000,15/06/22 01.30,Emang di shopeefood ada nomor kita ya??,netral
1536767699354720000,15/06/22 00.49,"semoga shopeefood, gofood, sama grabfood lu ngga pernah promo!!! beli tuh makanan pake duit nipu",negatif
1536765080209330000,15/06/22 00.38,@estefrot Gak ada shopee food di sini__,negatif
1536758230453370000,15/06/22 00.11,"@sk8ersboii Dia banyak cabang, aku bisanya pesen lewat shopeefood",positif
1536755585906900000,15/06/22 00.00,"@Presdirektur @txtfrombrand Loh shopee food driver bisa resign ya? Kirain kaya Ojol gitu kerja nya flexible gaada kewajiban jam kerja, Gaji nya juga berdasarkan orderan",netral
1536753218687930000,14/06/22 23.51,@yotradebro tadi aku cek di shopeefood sm grab ada hirr,positif
1536750432353020000,14/06/22 23.40,"@silviana_yanti @resnusson Banyak kok cabangnya. Di Jakarta juga ada Yan. Bisa pesen di ShopeeFood, Grab &amp; GoFood ____",positif
1536747456125240000,14/06/22 23.28,"@worksfess Bukan Shopee, tapi shopeepay &amp; shopeefood yg kena. Itupun bukan yg di Indonesia. Do more research lah",negatif
1536744058911330000,14/06/22 23.15,"@bungbed @cinnamongirlc sebelum ngetik ini, udah baca berita nya?
yg di india sama ini beda, india kabar tutup operasi nya, kalau yg ini beda lagi.
kemungkinan bagian shopee food dan shopeepay.
Tweetnya kayak Epic comeback yah, nampar diri sendiri",negatif
1536743993492780000,14/06/22 23.14,accidentally missing my 24/7 peer support yg kalo jam segini laper semangat banget pesen shopee food __,netral
1536741306650620000,14/06/22 23.04,Tante tu nda ada sepeserpun hidupin aku kuliah. Nda ada ngasi aku duit jajan. Ngasi duit buat kuliah. Nda ada tante yee. Tak usah banyak protes kalo ngeliat aku shopee food teros. Nanti mulut aku niii nda sinkron dengan otak tante eee. Susah nihhh. Awal boleu tawak tapi otak maki,negatif
1536741284601200000,14/06/22 23.04,Masak sosis telok naget jak kamek yang tau nye tante eeee. Susah gak idup kamek niii. Kamek pun malas ribett ade yang gampang shopee food ngape susah susah masakk. Iye lah tante eeee. Susah nda pandai masak nii bandingkan laaa dengan anak orang tuu. Rumput tetangga lebih menggoda,negatif
1536741280390120000,14/06/22 23.04,Kamek tak pandai masak tanteee. Makenye kamek shopee food. Dari pade masakan kamek terbuang sia sia mending duitnye investasikan ke shopee food. Tau bah kalo masak sendiri lebih hemattt. Tapi bah lain rasenyeeee dari masakan mamak. Makenye kamek malas kalo masak tuuuu.,negatif
1536741278284560000,14/06/22 23.04,Tante nda tau kamek pagi same siang tu makan ape. Biase kamek makan telok biase kamek belapar tante eeee. Ancorrrr tante niiii. Bise bisenyeee mempermasalahkan kamek shopee food teross. Mane bandingkan dengan putri agik tuuu. Adoh nahhh kalah jauh lah kamekkkkk,negatif
1536741275755370000,14/06/22 23.04,Nda bah itu memang modelan badan dieeee. Memang keturunan dari orang tue dieee. Nurun dari mamak nye tuu yang kurusss. Ditambah bapak kamek niiii bengallll masih ngerokokkkk makin jadi lah die kurus eeeee. Nda bah tante nii liat kamek shopee food truss nii kan pas malam jakk.,negatif
1536741271166850000,14/06/22 23.04,Ape yeee sakit ke mate tante niii liat aku shopee food. Nda bah kamek ni nda make duit tante niiii masalahnye. Cuman pernah ngerepotkan tante ngambek makanan dengan driver shopee food jak bah. Maaf la kalo memang merepotkan tante. Besok besok kalo ade shopee food bilang jak,negatif
1536737042687680000,14/06/22 22.47,Aing laper tp gk ada voucher shopee food__,negatif
1536736859644060000,14/06/22 22.46,@worksfess @wisnuqramono jarene Shopeefood karo shopeepay ne meh bangkrut kih bro. Wkwkwk,negatif
1536735307185260000,14/06/22 22.40,"Aku nda habis thinking, kooo bise tante sendiri yang nda ade sepeserpun ngidupek aku kuliah tibe tibe ngomongkan aku kisah shopee food tolen.",negatif
1536733724586280000,14/06/22 22.34,@Shadevouz shopee food soalnya gue enak,positif
1536730140004140000,14/06/22 22.19,"bapak shopee food nya udh tua anjirr yaallah agak emo nganter malem""____",negatif
1536728642314640000,14/06/22 22.13,"Emamg kalau shopee food acuan map nya apa ya? Lah ini udah sesuai titik, drivernya Malah marah2 gara gara dianya sendiri Salah gang, yg laen perasaan nyampe2 Aja kalau pesen makanan",negatif
1536727275839730000,14/06/22 22.08,@hhcniee ih iya yaaa bakmie enakk tapi di shopeefood aku gaada yang masih buka__,negatif
1536725725415620000,14/06/22 22.02,Anjirrr kesel bgt sama driver shopee food __________,negatif
1536725543017540000,14/06/22 22.01,cara pesen shopeefood gimana sih anjir,negatif
1536723378307900000,14/06/22 21.52,"@ashgreny klo mau di - shopeefood - in, bilang ajaaa",positif
1536723048732060000,14/06/22 21.51,@fluffyhyunjae iyaa.. keknya mau tim shopeefood aja deh gw mel __,positif
1536722961767330000,14/06/22 21.51,@ddeorbi wkwkwkw iya sihh paling bener juga shopeefood ____,positif
1536721849974790000,14/06/22 21.46,@youngghoonn aku shopeefood si... kalo dua itu jarang bgt dpt promo soalnya __,positif
1536720770675620000,14/06/22 21.42,lagi senam kasur tiba2 abang2 shopeefood dateng ya allah ngakak banget __,positif
1536720607970090000,14/06/22 21.41,"@Thejo64174353 @e100ss Sampun Dibasmi kang kale @shopeefood_id , mangkane mulai maen sini lagi ____",positif
1536713981066220000,14/06/22 21.15,Tolong dong ini bca saya mau pesen shopee food seharian belom makan nasi,netral
1536713021804150000,14/06/22 21.11,@Sun_ofD @worksfess Kalo yg aku baca ini shopeepay sm shopeefood. Divisiku aman,netral
1536711372607660000,14/06/22 21.05,Seharusnya gua ga buka shopeefood jam segini:),netral
1536708288708210000,14/06/22 20.53,"Ada shopee voucher utk shopee food tu.   Rm9 tau no min spend . Pastuu iolz g beli burger 2 yee. Now 1 dh mkn.. lagi satu siapa nk makan? 

Housemate pun masing2 beli makanan dorg haahahaah",positif
1536707418180430000,14/06/22 20.49,"@worksfess Gw dulu wkt msh kuliah udh kerja d Uber jd agent utk daftarin driver gaji cm umr,
Trus masuk startup lg d grab gaji msh under 4jt ,next shopeefood 6jt, next trevo 10 jt
Intinya dalami dulu kerjaan lo , kerja itu gk cuma nyari duit tapi jg nyari ilmu, nyari relasi",netral
1536704004927150000,14/06/22 20.36,"Halo @shopeefood_id Kenapa yaa aplikasi driver terbaru yg versi 56 garis mapsnya ga tepat sama lokasi rumah cust, driver jadi lumayan kesulitan, nih.",negatif
1536698989038380000,14/06/22 20.16,@worksfess Yo kakak kakak Shopee food masih buka kok kak____,positif
1536695599235760000,14/06/22 20.02,Shopee food kenapa eik asik saalh rumah je .,negatif
1536694902599230000,14/06/22 19.59,"Alhamdulillah, karena dikasi rejeki sama Allah keterima jd driver Shopeefood yg udh lama aku daftarin, aku mau bagi"" rejeki BA only yaa 10K buat 5 org, cukup rt + doain dalam hati semoga orderan sfood sama BA lancar dan rame terus, aamiin. end besok yaaa____ #zonauang #zonajajan",positif
1536692785641770000,14/06/22 19.51,"hari2 ini sering bgt kena sial to the bone
1. lampu kosan modar
2. duit 50 rebu ilang
3. shopee food lupa pke voucher alhasil kena nasi padang 40 rebu
4. ban bocor magrib2
dan banyak pengeluaran tak terduga lain pdhl dompet bener2 menipis

aku ikhlas tp kenapa ya allah __",negatif
1536692646726340000,14/06/22 19.50,"Kan kesel kalau lagi laper, ini tuh bukan sekali dua kali. @shopeefood_id",negatif
1536692644880920000,14/06/22 19.50,"Paling males kalau pesan shopeefood dapet driver yang lagi nganterin pesanan dari aplikasi lain,jadi harus nunggu drivernya buat selesain pesanannya dulu. Baru ambil pesanan kita, shopeefood harusnya adain fitur buat ganti driver kalau drivernya ke jauhan.",negatif
1536689219128930000,14/06/22 19.37,Nak butterciken tapi line tunetalk yang dah nak masuk 4 hari macam cel4k# tak boleh nak topup shopee food ni eyyy T_T,negatif
1536687572973660000,14/06/22 19.30,"Hari ini dipanggil ""hallo kak karamel ya?"" sama driver shopeefood____",negatif
1536686108003960000,14/06/22 19.24,"__: ""Aku mah kalo di kost seringnya do makanan gitu misal shopee food atau grabfood""
__ : ""Eh abangnya yang sering nganter ke kost kamu ganteng_ nggak?""
__""ya nggak tau kan makseran, lagian aku suka suruh taruh di gerbang itu makanannya""
__ :""Ohalahhh""   
______",netral
1536685541931950000,14/06/22 19.22,"@worksfess Iya bener bgt,saya juga kerja di Shopee , tapi alhamdulillah di bagian saya masih belum ada PHK, ya Shopee food josss",positif
1536684693239700000,14/06/22 19.19,sebenernya kl mesen shopeefood buat sendiri gpp deh lama bgt. tp kl buat org lainšya apa ga ketar-ketiršgaenak bgt rasanyaš__,netral
1536682829924700000,14/06/22 19.11,nemu martabak bangka rating 4.9. (999+) di shopee food tapi ragu enak kaga ya huft,netral
1536682738564330000,14/06/22 19.11,@ngalamfess Login beberapa akun shopee di hp gak?apa itu pake voucher penggunaan baru yg padahal uda pernah checkout shopeefood?,netral
1536681404657850000,14/06/22 19.06,"Chat shopeefood kenapa pending dah brengsek. Mau pembatalan jadi susah karena chatnya ""mengirimkan"" terus ____",negatif
1536681234817920000,14/06/22 19.05,@ggaIaxy Mana shopee food lg gacor ya kak,negatif
1536680280005970000,14/06/22 19.01,"@worksfess Gw kerja d shopeefood btw ,
 sejauh ini aman kok , gw aman , agent"" yg under gw jg aman kontraknya , 
cm gw emng lagi di tawarin sm perusahaan lain sih , rata"" yg base nya d kampung halaman, jd tertarik krn bisa kerja dkt keluarga",negatif
1536679509134820000,14/06/22 18.58,Shopeefood terus boros anj :(( tp mo keluar mager :((,negatif
